Start Time (UTC), Stop Time (UTC)
2016-09-29T05:35:19.685568 UTC, 2016-09-29T06:10:40.685568 UTC
2016-09-29T07:11:44.685568 UTC, 2016-09-29T07:47:04.685568 UTC
2016-09-29T08:48:08.685568 UTC, 2016-09-29T09:23:29.685568 UTC
2016-09-29T10:24:32.685568 UTC, 2016-09-29T10:59:53.685568 UTC
2016-09-29T12:00:58.214464 UTC, 2016-09-29T12:36:18.214464 UTC
2016-09-29T13:37:22.214464 UTC, 2016-09-29T14:12:43.214464 UTC
2016-09-29T15:13:46.214464 UTC, 2016-09-29T15:49:07.214464 UTC
2016-09-29T16:50:11.214464 UTC, 2016-09-29T17:25:32.214464 UTC
2016-09-29T18:26:35.214464 UTC, 2016-09-29T19:01:56.214464 UTC
2016-09-29T20:02:59.802976 UTC, 2016-09-29T20:38:20.802976 UTC
2016-09-29T21:39:24.802976 UTC, 2016-09-29T22:14:45.802976 UTC
2016-09-29T23:15:49.802976 UTC, 2016-09-29T23:51:10.802976 UTC
2016-09-30T00:52:13.802976 UTC, 2016-09-30T01:27:34.802976 UTC
2016-09-30T02:28:38.416416 UTC, 2016-09-30T03:03:59.416416 UTC
2016-09-30T04:05:02.416416 UTC, 2016-09-30T04:40:23.416416 UTC
2016-09-30T05:41:27.416416 UTC, 2016-09-30T06:16:48.416416 UTC
2016-09-30T07:17:51.416416 UTC, 2016-09-30T07:53:12.416416 UTC
2016-09-30T08:54:16.416416 UTC, 2016-09-30T09:29:37.416416 UTC
2016-09-30T10:30:40.416416 UTC, 2016-09-30T11:06:01.416416 UTC
2016-09-30T12:07:04.865088 UTC, 2016-09-30T12:42:25.865088 UTC
2016-09-30T13:43:29.865088 UTC, 2016-09-30T14:18:50.865088 UTC
2016-09-30T15:19:53.865088 UTC, 2016-09-30T15:55:14.865088 UTC
2016-09-30T16:56:18.865088 UTC, 2016-09-30T17:31:39.865088 UTC
2016-09-30T18:32:42.865088 UTC, 2016-09-30T19:08:03.865088 UTC
2016-09-30T20:09:07.470880 UTC, 2016-09-30T20:44:28.470880 UTC
2016-09-30T21:45:32.470880 UTC, 2016-09-30T22:20:53.470880 UTC
2016-09-30T23:21:56.470880 UTC, 2016-09-30T23:57:17.470880 UTC
2016-10-01T00:58:21.470880 UTC, 2016-10-01T01:33:42.470880 UTC
2016-10-01T02:34:45.079136 UTC, 2016-10-01T03:10:06.079136 UTC
2016-10-01T04:11:10.079136 UTC, 2016-10-01T04:46:31.079136 UTC
2016-10-01T05:47:34.079136 UTC, 2016-10-01T06:22:55.079136 UTC
2016-10-01T07:23:59.079136 UTC, 2016-10-01T07:59:20.079136 UTC
2016-10-01T09:00:23.079136 UTC, 2016-10-01T09:35:44.079136 UTC
2016-10-01T10:36:48.079136 UTC, 2016-10-01T11:12:09.079136 UTC
2016-10-01T12:13:12.499296 UTC, 2016-10-01T12:48:33.499296 UTC
2016-10-01T13:49:36.499296 UTC, 2016-10-01T14:24:58.499296 UTC
2016-10-01T15:26:01.499296 UTC, 2016-10-01T16:01:22.499296 UTC
2016-10-01T17:02:25.499296 UTC, 2016-10-01T17:37:47.499296 UTC
2016-10-01T18:38:50.499296 UTC, 2016-10-01T19:14:11.499296 UTC
2016-10-01T20:15:15.066208 UTC, 2016-10-01T20:50:36.066208 UTC
2016-10-01T21:51:39.066208 UTC, 2016-10-01T22:27:01.066208 UTC
2016-10-01T23:28:04.066208 UTC, 2016-10-02T00:03:25.066208 UTC
2016-10-02T01:04:29.066208 UTC, 2016-10-02T01:39:50.066208 UTC
2016-10-02T02:40:53.066208 UTC, 2016-10-02T03:16:14.066208 UTC
2016-10-02T04:17:17.559680 UTC, 2016-10-02T04:52:38.559680 UTC
2016-10-02T05:53:41.559680 UTC, 2016-10-02T06:29:03.559680 UTC
2016-10-02T07:30:06.559680 UTC, 2016-10-02T08:05:27.559680 UTC
2016-10-02T09:06:30.559680 UTC, 2016-10-02T09:41:52.559680 UTC
2016-10-02T10:42:55.559680 UTC, 2016-10-02T11:18:16.559680 UTC
2016-10-02T12:19:20.058336 UTC, 2016-10-02T12:54:41.058336 UTC
2016-10-02T13:55:44.058336 UTC, 2016-10-02T14:31:05.058336 UTC
2016-10-02T15:32:09.058336 UTC, 2016-10-02T16:07:30.058336 UTC
2016-10-02T17:08:33.058336 UTC, 2016-10-02T17:43:55.058336 UTC
2016-10-02T18:44:57.710656 UTC, 2016-10-02T19:20:19.710656 UTC
2016-10-02T20:21:22.710656 UTC, 2016-10-02T20:56:43.710656 UTC
2016-10-02T21:57:46.710656 UTC, 2016-10-02T22:33:08.710656 UTC
2016-10-02T23:34:11.710656 UTC, 2016-10-03T00:09:32.710656 UTC
2016-10-03T01:10:35.710656 UTC, 2016-10-03T01:45:57.710656 UTC
2016-10-03T02:47:00.197216 UTC, 2016-10-03T03:22:21.197216 UTC
2016-10-03T04:23:24.197216 UTC, 2016-10-03T04:58:46.197216 UTC
2016-10-03T05:59:49.197216 UTC, 2016-10-03T06:35:10.197216 UTC
2016-10-03T07:36:13.197216 UTC, 2016-10-03T08:11:35.197216 UTC
2016-10-03T09:12:38.197216 UTC, 2016-10-03T09:47:59.197216 UTC
2016-10-03T10:49:02.197216 UTC, 2016-10-03T11:24:24.197216 UTC
2016-10-03T12:25:27.562944 UTC, 2016-10-03T13:00:48.562944 UTC
2016-10-03T14:01:51.562944 UTC, 2016-10-03T14:37:12.562944 UTC
2016-10-03T15:38:15.562944 UTC, 2016-10-03T16:13:37.562944 UTC
2016-10-03T17:14:40.562944 UTC, 2016-10-03T17:50:01.562944 UTC
2016-10-03T18:51:05.201440 UTC, 2016-10-03T19:26:26.201440 UTC
2016-10-03T20:27:29.201440 UTC, 2016-10-03T21:02:51.201440 UTC
2016-10-03T22:03:54.201440 UTC, 2016-10-03T22:39:16.201440 UTC
2016-10-03T23:40:18.201440 UTC, 2016-10-04T00:15:40.201440 UTC
2016-10-04T01:16:43.201440 UTC, 2016-10-04T01:52:04.201440 UTC
2016-10-04T02:53:07.667264 UTC, 2016-10-04T03:28:28.667264 UTC
2016-10-04T04:29:31.667264 UTC, 2016-10-04T05:04:53.667264 UTC
2016-10-04T06:05:56.667264 UTC, 2016-10-04T06:41:17.667264 UTC
2016-10-04T07:42:20.667264 UTC, 2016-10-04T08:17:42.667264 UTC
2016-10-04T09:18:45.667264 UTC, 2016-10-04T09:54:06.667264 UTC
2016-10-04T10:55:09.667264 UTC, 2016-10-04T11:30:30.667264 UTC
2016-10-04T12:31:33.989792 UTC, 2016-10-04T13:06:55.989792 UTC
2016-10-04T14:07:58.989792 UTC, 2016-10-04T14:43:19.989792 UTC
2016-10-04T15:44:22.989792 UTC, 2016-10-04T16:19:44.989792 UTC
2016-10-04T17:20:47.989792 UTC, 2016-10-04T17:56:08.989792 UTC
2016-10-04T18:57:12.550528 UTC, 2016-10-04T19:32:33.550528 UTC
2016-10-04T20:33:36.550528 UTC, 2016-10-04T21:08:58.550528 UTC
2016-10-04T22:10:01.550528 UTC, 2016-10-04T22:45:23.550528 UTC
2016-10-04T23:46:25.550528 UTC, 2016-10-05T00:21:47.550528 UTC
2016-10-05T01:22:50.550528 UTC, 2016-10-05T01:58:11.550528 UTC
2016-10-05T02:59:14.550528 UTC, 2016-10-05T03:34:36.550528 UTC
2016-10-05T04:35:38.864416 UTC, 2016-10-05T05:11:00.864416 UTC
2016-10-05T06:12:03.864416 UTC, 2016-10-05T06:47:25.864416 UTC
2016-10-05T07:48:27.864416 UTC, 2016-10-05T08:23:49.864416 UTC
2016-10-05T09:24:52.864416 UTC, 2016-10-05T10:00:13.864416 UTC
2016-10-05T11:01:17.343936 UTC, 2016-10-05T11:36:38.343936 UTC
2016-10-05T12:37:41.343936 UTC, 2016-10-05T13:13:03.343936 UTC
2016-10-05T14:14:06.343936 UTC, 2016-10-05T14:49:27.343936 UTC
2016-10-05T15:50:30.343936 UTC, 2016-10-05T16:25:52.343936 UTC
2016-10-05T17:26:55.343936 UTC, 2016-10-05T18:02:16.343936 UTC
2016-10-05T19:03:19.728544 UTC, 2016-10-05T19:38:41.728544 UTC
2016-10-05T20:39:43.728544 UTC, 2016-10-05T21:15:05.728544 UTC
2016-10-05T22:16:08.728544 UTC, 2016-10-05T22:51:30.728544 UTC
2016-10-05T23:52:32.728544 UTC, 2016-10-06T00:27:54.728544 UTC
2016-10-06T01:28:57.728544 UTC, 2016-10-06T02:04:18.728544 UTC
2016-10-06T03:05:22.084640 UTC, 2016-10-06T03:40:43.084640 UTC
2016-10-06T04:41:46.084640 UTC, 2016-10-06T05:17:08.084640 UTC
2016-10-06T06:18:11.084640 UTC, 2016-10-06T06:53:32.084640 UTC
2016-10-06T07:54:35.691040 UTC, 2016-10-06T08:29:56.691040 UTC
2016-10-06T09:30:59.691040 UTC, 2016-10-06T10:06:21.691040 UTC
2016-10-06T11:07:24.691040 UTC, 2016-10-06T11:42:46.691040 UTC
2016-10-06T12:43:48.691040 UTC, 2016-10-06T13:19:10.691040 UTC
2016-10-06T14:20:13.691040 UTC, 2016-10-06T14:55:35.691040 UTC
2016-10-06T15:56:38.003072 UTC, 2016-10-06T16:31:59.003072 UTC
2016-10-06T17:33:02.003072 UTC, 2016-10-06T18:08:24.003072 UTC
2016-10-06T19:09:26.727712 UTC, 2016-10-06T19:44:48.727712 UTC
2016-10-06T20:45:50.727712 UTC, 2016-10-06T21:21:12.727712 UTC
2016-10-06T22:22:15.727712 UTC, 2016-10-06T22:57:37.727712 UTC
2016-10-06T23:58:39.727712 UTC, 2016-10-07T00:34:01.727712 UTC
2016-10-07T01:35:04.727712 UTC, 2016-10-07T02:10:26.727712 UTC
2016-10-07T03:11:28.727712 UTC, 2016-10-07T03:46:50.727712 UTC
2016-10-07T04:47:52.881760 UTC, 2016-10-07T05:23:14.881760 UTC
2016-10-07T06:24:17.881760 UTC, 2016-10-07T06:59:39.881760 UTC
2016-10-07T08:00:41.881760 UTC, 2016-10-07T08:36:03.881760 UTC
2016-10-07T09:37:06.881760 UTC, 2016-10-07T10:12:28.881760 UTC
2016-10-07T11:13:30.881760 UTC, 2016-10-07T11:48:52.881760 UTC
2016-10-07T12:49:55.139360 UTC, 2016-10-07T13:25:17.139360 UTC
2016-10-07T14:26:20.139360 UTC, 2016-10-07T15:01:42.139360 UTC
2016-10-07T16:02:44.139360 UTC, 2016-10-07T16:38:06.139360 UTC
2016-10-07T17:39:08.695648 UTC, 2016-10-07T18:14:30.695648 UTC
2016-10-07T19:15:33.695648 UTC, 2016-10-07T19:50:55.695648 UTC
2016-10-07T20:51:57.695648 UTC, 2016-10-07T21:27:19.695648 UTC
2016-10-07T22:28:22.695648 UTC, 2016-10-07T23:03:44.695648 UTC
2016-10-08T00:04:46.695648 UTC, 2016-10-08T00:40:08.695648 UTC
2016-10-08T01:41:10.695648 UTC, 2016-10-08T02:16:32.695648 UTC
2016-10-08T03:17:35.819456 UTC, 2016-10-08T03:52:57.819456 UTC
2016-10-08T04:53:59.819456 UTC, 2016-10-08T05:29:21.819456 UTC
2016-10-08T06:30:24.819456 UTC, 2016-10-08T07:05:46.819456 UTC
2016-10-08T08:06:48.819456 UTC, 2016-10-08T08:42:10.819456 UTC
2016-10-08T09:43:12.819456 UTC, 2016-10-08T10:18:34.819456 UTC
2016-10-08T11:19:38.039904 UTC, 2016-10-08T11:55:00.039904 UTC
2016-10-08T12:56:02.039904 UTC, 2016-10-08T13:31:24.039904 UTC
2016-10-08T14:32:27.039904 UTC, 2016-10-08T15:07:49.039904 UTC
2016-10-08T16:08:51.039904 UTC, 2016-10-08T16:44:13.039904 UTC
2016-10-08T17:45:15.415744 UTC, 2016-10-08T18:20:37.415744 UTC
2016-10-08T19:21:40.415744 UTC, 2016-10-08T19:57:02.415744 UTC
2016-10-08T20:58:04.415744 UTC, 2016-10-08T21:33:26.415744 UTC
2016-10-08T22:34:29.415744 UTC, 2016-10-08T23:09:51.415744 UTC
2016-10-09T00:10:53.415744 UTC, 2016-10-09T00:46:15.415744 UTC
2016-10-09T01:47:18.415744 UTC, 2016-10-09T02:22:40.415744 UTC
2016-10-09T03:23:42.454880 UTC, 2016-10-09T03:59:04.454880 UTC
2016-10-09T05:00:06.454880 UTC, 2016-10-09T05:35:28.454880 UTC
2016-10-09T06:36:31.454880 UTC, 2016-10-09T07:11:53.454880 UTC
2016-10-09T08:12:55.454880 UTC, 2016-10-09T08:48:17.454880 UTC
2016-10-09T09:49:19.454880 UTC, 2016-10-09T10:24:42.454880 UTC
2016-10-09T11:25:44.599296 UTC, 2016-10-09T12:01:06.599296 UTC
2016-10-09T13:02:08.599296 UTC, 2016-10-09T13:37:30.599296 UTC
2016-10-09T14:38:33.599296 UTC, 2016-10-09T15:13:55.599296 UTC
2016-10-09T16:14:57.599296 UTC, 2016-10-09T16:50:19.599296 UTC
2016-10-09T17:51:22.599296 UTC, 2016-10-09T18:26:44.599296 UTC
2016-10-09T19:27:46.737664 UTC, 2016-10-09T20:03:08.737664 UTC
2016-10-09T21:04:11.737664 UTC, 2016-10-09T21:39:33.737664 UTC
2016-10-09T22:40:35.737664 UTC, 2016-10-09T23:15:57.737664 UTC
2016-10-10T00:17:00.737664 UTC, 2016-10-10T00:52:22.737664 UTC
2016-10-10T01:53:24.737664 UTC, 2016-10-10T02:28:46.737664 UTC
2016-10-10T03:29:48.862208 UTC, 2016-10-10T04:05:10.862208 UTC
2016-10-10T05:06:12.862208 UTC, 2016-10-10T05:41:35.862208 UTC
2016-10-10T06:42:37.862208 UTC, 2016-10-10T07:17:59.862208 UTC
2016-10-10T08:19:01.862208 UTC, 2016-10-10T08:54:24.862208 UTC
2016-10-10T09:55:26.862208 UTC, 2016-10-10T10:30:48.862208 UTC
2016-10-10T11:31:50.954784 UTC, 2016-10-10T12:07:12.954784 UTC
2016-10-10T13:08:15.954784 UTC, 2016-10-10T13:43:37.954784 UTC
2016-10-10T14:44:39.954784 UTC, 2016-10-10T15:20:01.954784 UTC
2016-10-10T16:21:03.954784 UTC, 2016-10-10T16:56:26.954784 UTC
2016-10-10T17:57:28.954784 UTC, 2016-10-10T18:32:50.954784 UTC
2016-10-10T19:33:53.010208 UTC, 2016-10-10T20:09:16.010208 UTC
2016-10-10T21:10:18.010208 UTC, 2016-10-10T21:45:40.010208 UTC
2016-10-10T22:46:42.010208 UTC, 2016-10-10T23:22:05.010208 UTC
2016-10-11T00:23:07.010208 UTC, 2016-10-11T00:58:29.010208 UTC
2016-10-11T01:59:31.010208 UTC, 2016-10-11T02:34:53.010208 UTC
2016-10-11T03:35:55.040576 UTC, 2016-10-11T04:11:18.040576 UTC
2016-10-11T05:12:20.040576 UTC, 2016-10-11T05:47:42.040576 UTC
2016-10-11T06:48:44.040576 UTC, 2016-10-11T07:24:06.040576 UTC
2016-10-11T08:25:09.040576 UTC, 2016-10-11T09:00:31.040576 UTC
2016-10-11T10:01:33.040576 UTC, 2016-10-11T10:36:55.040576 UTC
2016-10-11T11:37:57.019104 UTC, 2016-10-11T12:13:20.019104 UTC
2016-10-11T13:14:22.019104 UTC, 2016-10-11T13:49:44.019104 UTC
2016-10-11T14:50:46.019104 UTC, 2016-10-11T15:26:08.019104 UTC
2016-10-11T16:27:11.019104 UTC, 2016-10-11T17:02:33.019104 UTC
2016-10-11T18:03:35.019104 UTC, 2016-10-11T18:38:57.019104 UTC
2016-10-11T19:39:59.988992 UTC, 2016-10-11T20:15:21.988992 UTC
2016-10-11T21:16:23.988992 UTC, 2016-10-11T21:51:46.988992 UTC
2016-10-11T22:52:48.988992 UTC, 2016-10-11T23:28:10.988992 UTC
2016-10-12T00:29:12.988992 UTC, 2016-10-12T01:04:34.988992 UTC
2016-10-12T02:05:36.988992 UTC, 2016-10-12T02:40:59.988992 UTC
2016-10-12T03:42:01.939872 UTC, 2016-10-12T04:17:23.939872 UTC
2016-10-12T05:18:25.939872 UTC, 2016-10-12T05:53:47.939872 UTC
2016-10-12T06:54:49.939872 UTC, 2016-10-12T07:30:12.939872 UTC
2016-10-12T08:31:14.939872 UTC, 2016-10-12T09:06:36.939872 UTC
2016-10-12T10:07:38.939872 UTC, 2016-10-12T10:43:00.939872 UTC
2016-10-12T11:44:03.848416 UTC, 2016-10-12T12:19:25.848416 UTC
2016-10-12T13:20:27.848416 UTC, 2016-10-12T13:55:50.848416 UTC
2016-10-12T14:56:52.848416 UTC, 2016-10-12T15:32:14.848416 UTC
2016-10-12T16:33:16.848416 UTC, 2016-10-12T17:08:38.848416 UTC
2016-10-12T18:09:40.848416 UTC, 2016-10-12T18:45:03.848416 UTC
2016-10-12T19:46:05.789792 UTC, 2016-10-12T20:21:27.789792 UTC
2016-10-12T21:22:29.789792 UTC, 2016-10-12T21:57:52.789792 UTC
2016-10-12T22:58:54.789792 UTC, 2016-10-12T23:34:16.789792 UTC
2016-10-13T00:35:18.789792 UTC, 2016-10-13T01:10:41.789792 UTC
2016-10-13T02:11:43.789792 UTC, 2016-10-13T02:47:05.789792 UTC
2016-10-13T03:48:07.679328 UTC, 2016-10-13T04:23:29.679328 UTC
2016-10-13T05:24:31.679328 UTC, 2016-10-13T05:59:54.679328 UTC
2016-10-13T07:00:57.224256 UTC, 2016-10-13T07:36:19.224256 UTC
2016-10-13T08:37:21.224256 UTC, 2016-10-13T09:12:44.224256 UTC
2016-10-13T10:13:46.224256 UTC, 2016-10-13T10:49:08.224256 UTC
2016-10-13T11:50:10.224256 UTC, 2016-10-13T12:25:33.224256 UTC
2016-10-13T13:26:35.224256 UTC, 2016-10-13T14:01:57.224256 UTC
2016-10-13T15:02:59.224256 UTC, 2016-10-13T15:38:22.224256 UTC
2016-10-13T16:39:22.929888 UTC, 2016-10-13T17:14:45.929888 UTC
2016-10-13T18:15:47.929888 UTC, 2016-10-13T18:51:09.929888 UTC
2016-10-13T19:52:11.492960 UTC, 2016-10-13T20:27:34.492960 UTC
2016-10-13T21:28:36.492960 UTC, 2016-10-13T22:03:58.492960 UTC
2016-10-13T23:05:00.492960 UTC, 2016-10-13T23:40:23.492960 UTC
2016-10-14T00:41:25.492960 UTC, 2016-10-14T01:16:47.492960 UTC
2016-10-14T02:17:49.492960 UTC, 2016-10-14T02:53:12.492960 UTC
2016-10-14T03:54:14.353984 UTC, 2016-10-14T04:29:36.353984 UTC
2016-10-14T05:30:38.353984 UTC, 2016-10-14T06:06:00.353984 UTC
2016-10-14T07:07:02.353984 UTC, 2016-10-14T07:42:25.353984 UTC
2016-10-14T08:43:27.353984 UTC, 2016-10-14T09:18:49.353984 UTC
2016-10-14T10:19:51.353984 UTC, 2016-10-14T10:55:13.353984 UTC
2016-10-14T11:56:16.220192 UTC, 2016-10-14T12:31:38.220192 UTC
2016-10-14T13:32:40.220192 UTC, 2016-10-14T14:08:03.220192 UTC
2016-10-14T15:09:04.220192 UTC, 2016-10-14T15:44:27.220192 UTC
2016-10-14T16:45:29.220192 UTC, 2016-10-14T17:20:51.220192 UTC
2016-10-14T18:21:53.220192 UTC, 2016-10-14T18:57:16.220192 UTC
2016-10-14T19:58:18.128736 UTC, 2016-10-14T20:33:41.128736 UTC
2016-10-14T21:34:42.128736 UTC, 2016-10-14T22:10:05.128736 UTC
2016-10-14T23:11:07.128736 UTC, 2016-10-14T23:46:29.128736 UTC
2016-10-15T00:47:31.128736 UTC, 2016-10-15T01:22:54.128736 UTC
2016-10-15T02:23:56.128736 UTC, 2016-10-15T02:59:18.128736 UTC
2016-10-15T04:00:19.955200 UTC, 2016-10-15T04:35:42.955200 UTC
2016-10-15T05:36:43.955200 UTC, 2016-10-15T06:12:06.955200 UTC
2016-10-15T07:13:08.955200 UTC, 2016-10-15T07:48:30.955200 UTC
2016-10-15T08:49:32.955200 UTC, 2016-10-15T09:24:55.955200 UTC
2016-10-15T10:25:56.955200 UTC, 2016-10-15T11:01:19.955200 UTC
2016-10-15T12:02:21.770432 UTC, 2016-10-15T12:37:44.770432 UTC
2016-10-15T13:38:46.770432 UTC, 2016-10-15T14:14:08.770432 UTC
2016-10-15T15:15:10.770432 UTC, 2016-10-15T15:50:33.770432 UTC
2016-10-15T16:51:34.770432 UTC, 2016-10-15T17:26:57.770432 UTC
2016-10-15T18:27:59.770432 UTC, 2016-10-15T19:03:21.770432 UTC
2016-10-15T20:04:24.639232 UTC, 2016-10-15T20:39:46.639232 UTC
2016-10-15T21:40:48.639232 UTC, 2016-10-15T22:16:11.639232 UTC
2016-10-15T23:17:12.639232 UTC, 2016-10-15T23:52:35.639232 UTC
2016-10-16T00:53:37.639232 UTC, 2016-10-16T01:29:00.639232 UTC
2016-10-16T02:30:01.639232 UTC, 2016-10-16T03:05:24.639232 UTC
2016-10-16T04:06:26.425088 UTC, 2016-10-16T04:41:48.425088 UTC
2016-10-16T05:42:50.425088 UTC, 2016-10-16T06:18:13.425088 UTC
2016-10-16T07:19:14.425088 UTC, 2016-10-16T07:54:37.425088 UTC
2016-10-16T08:55:39.425088 UTC, 2016-10-16T09:31:01.425088 UTC
2016-10-16T10:32:03.425088 UTC, 2016-10-16T11:07:26.425088 UTC
2016-10-16T12:08:28.209216 UTC, 2016-10-16T12:43:51.209216 UTC
2016-10-16T13:44:52.209216 UTC, 2016-10-16T14:20:15.209216 UTC
2016-10-16T15:21:17.209216 UTC, 2016-10-16T15:56:39.209216 UTC
2016-10-16T16:57:41.209216 UTC, 2016-10-16T17:33:04.209216 UTC
2016-10-16T18:34:05.209216 UTC, 2016-10-16T19:09:28.209216 UTC
2016-10-16T20:10:30.020992 UTC, 2016-10-16T20:45:53.020992 UTC
2016-10-16T21:46:55.020992 UTC, 2016-10-16T22:22:17.020992 UTC
2016-10-16T23:23:19.020992 UTC, 2016-10-16T23:58:42.020992 UTC
2016-10-17T00:59:43.020992 UTC, 2016-10-17T01:35:06.020992 UTC
2016-10-17T02:36:08.020992 UTC, 2016-10-17T03:11:31.020992 UTC
2016-10-17T04:12:31.760192 UTC, 2016-10-17T04:47:54.760192 UTC
2016-10-17T05:48:56.760192 UTC, 2016-10-17T06:24:18.760192 UTC
2016-10-17T07:25:20.760192 UTC, 2016-10-17T08:00:43.760192 UTC
2016-10-17T09:01:44.760192 UTC, 2016-10-17T09:37:07.760192 UTC
2016-10-17T10:38:09.765376 UTC, 2016-10-17T11:13:32.765376 UTC
2016-10-17T12:14:33.765376 UTC, 2016-10-17T12:49:56.765376 UTC
2016-10-17T13:50:58.765376 UTC, 2016-10-17T14:26:20.765376 UTC
2016-10-17T15:27:22.765376 UTC, 2016-10-17T16:02:45.765376 UTC
2016-10-17T17:03:46.765376 UTC, 2016-10-17T17:39:09.765376 UTC
2016-10-17T18:40:11.765376 UTC, 2016-10-17T19:15:34.765376 UTC
2016-10-17T20:16:36.289568 UTC, 2016-10-17T20:51:59.289568 UTC
2016-10-17T21:53:00.289568 UTC, 2016-10-17T22:28:23.289568 UTC
2016-10-17T23:29:25.289568 UTC, 2016-10-18T00:04:48.289568 UTC
2016-10-18T01:05:49.289568 UTC, 2016-10-18T01:41:12.289568 UTC
2016-10-18T02:42:13.289568 UTC, 2016-10-18T03:17:36.289568 UTC
2016-10-18T04:18:38.001120 UTC, 2016-10-18T04:54:01.001120 UTC
2016-10-18T05:55:02.001120 UTC, 2016-10-18T06:30:25.001120 UTC
2016-10-18T07:31:27.001120 UTC, 2016-10-18T08:06:50.001120 UTC
2016-10-18T09:07:51.001120 UTC, 2016-10-18T09:43:14.001120 UTC
2016-10-18T10:44:15.001120 UTC, 2016-10-18T11:19:38.001120 UTC
2016-10-18T12:20:39.720448 UTC, 2016-10-18T12:56:02.720448 UTC
2016-10-18T13:57:04.720448 UTC, 2016-10-18T14:32:26.720448 UTC
2016-10-18T15:33:28.720448 UTC, 2016-10-18T16:08:51.720448 UTC
2016-10-18T17:09:52.720448 UTC, 2016-10-18T17:45:15.720448 UTC
2016-10-18T18:46:17.729088 UTC, 2016-10-18T19:21:40.729088 UTC
2016-10-18T20:22:41.729088 UTC, 2016-10-18T20:58:04.729088 UTC
2016-10-18T21:59:06.729088 UTC, 2016-10-18T22:34:29.729088 UTC
2016-10-18T23:35:30.729088 UTC, 2016-10-19T00:10:53.729088 UTC
2016-10-19T01:11:54.729088 UTC, 2016-10-19T01:47:17.729088 UTC
2016-10-19T02:48:19.729088 UTC, 2016-10-19T03:23:42.729088 UTC
2016-10-19T04:24:44.153056 UTC, 2016-10-19T05:00:07.153056 UTC
2016-10-19T06:01:08.153056 UTC, 2016-10-19T06:36:31.153056 UTC
2016-10-19T07:37:33.153056 UTC, 2016-10-19T08:12:56.153056 UTC
2016-10-19T09:13:57.153056 UTC, 2016-10-19T09:49:20.153056 UTC
2016-10-19T10:50:21.153056 UTC, 2016-10-19T11:25:44.153056 UTC
2016-10-19T12:26:45.859424 UTC, 2016-10-19T13:02:08.859424 UTC
2016-10-19T14:03:09.859424 UTC, 2016-10-19T14:38:32.859424 UTC
2016-10-19T15:39:34.859424 UTC, 2016-10-19T16:14:57.859424 UTC
2016-10-19T17:15:58.859424 UTC, 2016-10-19T17:51:21.859424 UTC
2016-10-19T18:52:23.841280 UTC, 2016-10-19T19:27:46.841280 UTC
2016-10-19T20:28:47.841280 UTC, 2016-10-19T21:04:10.841280 UTC
2016-10-19T22:05:12.841280 UTC, 2016-10-19T22:40:35.841280 UTC
2016-10-19T23:41:36.841280 UTC, 2016-10-20T00:16:59.841280 UTC
2016-10-20T01:18:00.841280 UTC, 2016-10-20T01:53:23.841280 UTC
2016-10-20T02:54:25.841280 UTC, 2016-10-20T03:29:48.841280 UTC
2016-10-20T04:30:50.228096 UTC, 2016-10-20T05:06:13.228096 UTC
2016-10-20T06:07:14.228096 UTC, 2016-10-20T06:42:37.228096 UTC
2016-10-20T07:43:38.672800 UTC, 2016-10-20T08:19:01.672800 UTC
2016-10-20T09:20:03.672800 UTC, 2016-10-20T09:55:26.672800 UTC
2016-10-20T10:56:27.672800 UTC, 2016-10-20T11:31:50.672800 UTC
2016-10-20T12:32:52.672800 UTC, 2016-10-20T13:08:15.672800 UTC
2016-10-20T14:09:16.672800 UTC, 2016-10-20T14:44:39.672800 UTC
2016-10-20T15:45:41.672800 UTC, 2016-10-20T16:21:04.672800 UTC
2016-10-20T17:22:05.672800 UTC, 2016-10-20T17:57:28.672800 UTC
2016-10-20T18:58:30.672800 UTC, 2016-10-20T19:33:53.672800 UTC
2016-10-20T20:34:53.581216 UTC, 2016-10-20T21:10:16.581216 UTC
2016-10-20T22:11:18.581216 UTC, 2016-10-20T22:46:41.581216 UTC
2016-10-20T23:47:42.581216 UTC, 2016-10-21T00:23:05.581216 UTC
2016-10-21T01:24:07.581216 UTC, 2016-10-21T01:59:30.581216 UTC
2016-10-21T03:00:31.581216 UTC, 2016-10-21T03:35:54.581216 UTC
2016-10-21T04:36:56.215872 UTC, 2016-10-21T05:12:19.215872 UTC
2016-10-21T06:13:20.215872 UTC, 2016-10-21T06:48:43.215872 UTC
2016-10-21T07:49:45.215872 UTC, 2016-10-21T08:25:07.215872 UTC
2016-10-21T09:26:09.215872 UTC, 2016-10-21T10:01:32.215872 UTC
2016-10-21T11:02:33.215872 UTC, 2016-10-21T11:37:56.215872 UTC
2016-10-21T12:38:57.847072 UTC, 2016-10-21T13:14:20.847072 UTC
2016-10-21T14:15:21.847072 UTC, 2016-10-21T14:50:44.847072 UTC
2016-10-21T15:51:46.847072 UTC, 2016-10-21T16:27:09.847072 UTC
2016-10-21T17:28:10.847072 UTC, 2016-10-21T18:03:33.847072 UTC
2016-10-21T19:04:35.807328 UTC, 2016-10-21T19:39:58.807328 UTC
2016-10-21T20:40:59.807328 UTC, 2016-10-21T21:16:22.807328 UTC
2016-10-21T22:17:24.807328 UTC, 2016-10-21T22:52:47.807328 UTC
